iccs,freq,sex,unit,geo,TIME_PERIOD,OBS_VALUE
Rape,Annual,F,Per hundred thousand inhabitants,Malta,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Malta,2018,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Malta,2019,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Malta,2020,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Malta,2021,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Malta,2022,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2008,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2009,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2010,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2011,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2012,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2013,0.08
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2014,0.08
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2015,0.08
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2016,0.19
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2017,0.19
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2018,0.27
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2019,0.34
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2020,0.19
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2021,0.34
Rape,Annual,F,Per hundred thousand inhabitants,Norway,2022,0.22
Rape,Annual,F,Per hundred thousand inhabitants,Poland,2016,0.01
Rape,Annual,F,Per hundred thousand inhabitants,Poland,2017,0.01
Rape,Annual,F,Per hundred thousand inhabitants,Poland,2018,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Poland,2019,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Poland,2020,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Poland,2021,0.01
Rape,Annual,F,Per hundred thousand inhabitants,Poland,2022,0.01
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2009,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2010,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2011,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2012,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2013,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2014,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2016,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2018,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2019,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2020,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2021,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Portugal,2022,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2008,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2009,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2010,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2011,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2012,0.07
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2013,0.1
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2014,0.18
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2015,0.16
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2016,0.21
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2017,0.13
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2018,0.15
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2019,0.16
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2020,0.21
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2021,0.26
Rape,Annual,F,Per hundred thousand inhabitants,Romania,2022,0.3
Rape,Annual,F,Per hundred thousand inhabitants,Serbia,2013,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Serbia,2014,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Serbia,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Serbia,2016,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Serbia,2017,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Serbia,2018,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Serbia,2019,0.03
Rape,Annual,F,Per hundred thousand inhabitants,Serbia,2020,0.08
Rape,Annual,F,Per hundred thousand inhabitants,Serbia,2021,0.09
Rape,Annual,F,Per hundred thousand inhabitants,Serbia,2022,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2008,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2009,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2010,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2011,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2012,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2013,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2014,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2015,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2016,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2018,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2019,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2020,0.02
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2021,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Sweden,2022,0.12
Rape,Annual,F,Per hundred thousand inhabitants,Slovenia,2016,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovenia,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovenia,2018,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovenia,2019,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovenia,2020,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovenia,2021,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovenia,2022,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovakia,2014,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovakia,2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovakia,2016,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovakia,2017,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovakia,2018,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovakia,2019,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovakia,2020,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Slovakia,2021,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2009,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2010,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2011,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2012,0.09
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2013,0.25
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2014,0.34
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2015,0.35
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2016,0.35
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2018,0.33
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2019,0.37
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2020,0.33
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2021,0.35
Rape,Annual,F,Per hundred thousand inhabitants,Türkiye,2022,0.34
Rape,Annual,F,Per hundred thousand inhabitants,England and Wales,2008,0.04
Rape,Annual,F,Per hundred thousand inhabitants,England and Wales,2009,0.03
Rape,Annual,F,Per hundred thousand inhabitants,England and Wales,2010,0.03
Rape,Annual,F,Per hundred thousand inhabitants,England and Wales,2011,0.03
Rape,Annual,F,Per hundred thousand inhabitants,England and Wales,2012,0.04
Rape,Annual,F,Per hundred thousand inhabitants,England and Wales,2013,0.05
Rape,Annual,F,Per hundred thousand inhabitants,England and Wales,2014,0.06
Rape,Annual,F,Per hundred thousand inhabitants,England and Wales,2015,0.07
Rape,Annual,F,Per hundred thousand inhabitants,England and Wales,2016,0.07
Rape,Annual,F,Per hundred thousand inhabitants,England and Wales,2017,0.06
Rape,Annual,F,Per hundred thousand inhabitants,England and Wales,2018,0.06
Rape,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2008,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2009,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2010,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2011,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2012,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,0.04
Rape,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2009,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2010,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2011,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2012,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Kosovo*,2018,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Kosovo*,2019,0.0
Rape,Annual,F,Per hundred thousand inhabitants,Kosovo*,2020,0.0
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2008,6.74
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2009,6.0
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2011,5.13
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2014,5.41
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2015,5.27
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2016,6.71
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2017,6.19
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2018,7.51
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2019,5.18
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2020,4.58
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2021,4.54
Rape,Annual,M,Per hundred thousand inhabitants,Albania,2022,5.91
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2008,6.06
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2009,6.38
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2010,9.2
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2011,9.76
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2012,9.81
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2013,10.28
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2014,10.2
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2015,9.51
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2016,11.28
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2017,11.57
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2018,11.13
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2019,11.43
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2020,10.6
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2021,11.1
Rape,Annual,M,Per hundred thousand inhabitants,Austria,2022,11.66
Rape,Annual,M,Per hundred thousand inhabitants,Belgium,2008,14.97
Rape,Annual,M,Per hundred thousand inhabitants,Belgium,2009,14.56
Rape,Annual,M,Per hundred thousand inhabitants,Belgium,2010,13.85
Rape,Annual,M,Per hundred thousand inhabitants,Belgium,2011,14.37
Rape,Annual,M,Per hundred thousand inhabitants,Belgium,2012,15.17
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2008,13.03
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2009,11.3
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2010,10.4
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2011,8.75
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2012,8.33
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2013,7.9
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2014,7.97
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2015,7.0
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2016,7.05
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2017,6.61
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2018,6.31
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2019,6.01
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2020,5.31
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2021,4.72
Rape,Annual,M,Per hundred thousand inhabitants,Bulgaria,2022,5.35
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2008,4.32
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2009,3.88
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2010,4.67
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2011,4.07
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2012,4.03
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2013,4.31
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2014,4.4
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2015,4.3
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2016,5.02
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2017,5.01
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2018,5.06
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2019,5.57
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2020,5.62
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2021,5.09
Rape,Annual,M,Per hundred thousand inhabitants,Switzerland,2022,4.38
Rape,Annual,M,Per hundred thousand inhabitants,Cyprus,2012,7.16
Rape,Annual,M,Per hundred thousand inhabitants,Cyprus,2013,8.31
Rape,Annual,M,Per hundred thousand inhabitants,Cyprus,2022,9.07
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2011,9.73
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2012,9.52
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2013,8.97
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2014,9.08
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2015,9.58
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2016,10.37
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2017,10.38
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2018,10.33
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2019,10.41
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2020,9.86
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2021,10.05
Rape,Annual,M,Per hundred thousand inhabitants,Czechia,2022,12.44
Rape,Annual,M,Per hundred thousand inhabitants,Germany,2013,3.35
Rape,Annual,M,Per hundred thousand inhabitants,Germany,2014,3.1
Rape,Annual,M,Per hundred thousand inhabitants,Germany,2015,3.14
Rape,Annual,M,Per hundred thousand inhabitants,Germany,2016,2.94
Rape,Annual,M,Per hundred thousand inhabitants,Germany,2017,4.04
Rape,Annual,M,Per hundred thousand inhabitants,Germany,2018,4.0
Rape,Annual,M,Per hundred thousand inhabitants,Germany,2019,3.61
Rape,Annual,M,Per hundred thousand inhabitants,Germany,2020,4.08
Rape,Annual,M,Per hundred thousand inhabitants,Germany,2021,4.1
Rape,Annual,M,Per hundred thousand inhabitants,Germany,2022,3.93
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2008,2.1
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2009,1.94
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2010,2.04
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2011,1.81
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2012,2.24
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2013,1.94
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2014,2.54
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2015,3.42
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2016,3.59
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2017,3.67
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2018,4.8
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2019,5.82
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2020,5.45
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2021,6.23
Rape,Annual,M,Per hundred thousand inhabitants,Denmark,2022,7.12
Rape,Annual,M,Per hundred thousand inhabitants,Estonia,2010,19.97
Rape,Annual,M,Per hundred thousand inhabitants,Estonia,2011,14.85
Rape,Annual,M,Per hundred thousand inhabitants,Estonia,2013,14.28
Rape,Annual,M,Per hundred thousand inhabitants,Estonia,2015,14.64
Rape,Annual,M,Per hundred thousand inhabitants,Estonia,2016,13.95
Rape,Annual,M,Per hundred thousand inhabitants,Estonia,2017,14.74
Rape,Annual,M,Per hundred thousand inhabitants,Estonia,2018,15.78
Rape,Annual,M,Per hundred thousand inhabitants,Estonia,2019,16.14
Rape,Annual,M,Per hundred thousand inhabitants,Estonia,2020,15.1
Rape,Annual,M,Per hundred thousand inhabitants,Estonia,2021,13.95
Rape,Annual,M,Per hundred thousand inhabitants,Estonia,2022,12.95
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2008,3.69
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2009,3.89
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2010,3.99
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2011,3.8
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2012,3.24
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2013,3.32
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2014,3.68
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2015,2.6
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2016,3.16
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2017,5.78
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2018,5.18
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2019,6.6
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2020,6.46
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2021,5.56
Rape,Annual,M,Per hundred thousand inhabitants,Greece,2022,5.81
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2008,10.03
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2009,10.65
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2010,10.7
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2011,10.21
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2012,9.54
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2013,9.38
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2014,9.24
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2015,9.77
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2016,13.92
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2017,14.17
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2018,14.36
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2019,14.46
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2020,14.87
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2021,15.93
Rape,Annual,M,Per hundred thousand inhabitants,Spain,2022,17.18
Rape,Annual,M,Per hundred thousand inhabitants,France,2008,25.74
Rape,Annual,M,Per hundred thousand inhabitants,France,2009,24.8
Rape,Annual,M,Per hundred thousand inhabitants,France,2010,23.84
Rape,Annual,M,Per hundred thousand inhabitants,France,2011,24.0
Rape,Annual,M,Per hundred thousand inhabitants,France,2012,23.99
Rape,Annual,M,Per hundred thousand inhabitants,France,2013,23.82
Rape,Annual,M,Per hundred thousand inhabitants,France,2014,22.43
Rape,Annual,M,Per hundred thousand inhabitants,France,2016,13.58
Rape,Annual,M,Per hundred thousand inhabitants,France,2017,21.43
Rape,Annual,M,Per hundred thousand inhabitants,France,2018,22.15
Rape,Annual,M,Per hundred thousand inhabitants,France,2019,22.86
Rape,Annual,M,Per hundred thousand inhabitants,France,2020,23.18
Rape,Annual,M,Per hundred thousand inhabitants,France,2021,25.42
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2008,6.98
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2009,7.61
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2010,7.52
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2012,6.89
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2013,4.86
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2014,4.73
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2015,4.46
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2018,2.37
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2019,2.64
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2020,1.83
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2021,2.09
Rape,Annual,M,Per hundred thousand inhabitants,Croatia,2022,2.74
Rape,Annual,M,Per hundred thousand inhabitants,Hungary,2013,8.16
Rape,Annual,M,Per hundred thousand inhabitants,Hungary,2014,6.25
Rape,Annual,M,Per hundred thousand inhabitants,Hungary,2015,5.66
Rape,Annual,M,Per hundred thousand inhabitants,Hungary,2017,13.05
Rape,Annual,M,Per hundred thousand inhabitants,Hungary,2018,6.1
Rape,Annual,M,Per hundred thousand inhabitants,Hungary,2019,12.3
Rape,Annual,M,Per hundred thousand inhabitants,Hungary,2020,18.39
Rape,Annual,M,Per hundred thousand inhabitants,Hungary,2021,22.71
Rape,Annual,M,Per hundred thousand inhabitants,Hungary,2022,22.22
Rape,Annual,M,Per hundred thousand inhabitants,Iceland,2013,7.43
Rape,Annual,M,Per hundred thousand inhabitants,Iceland,2017,6.43
Rape,Annual,M,Per hundred thousand inhabitants,Iceland,2018,3.38
Rape,Annual,M,Per hundred thousand inhabitants,Italy,2008,5.68
Rape,Annual,M,Per hundred thousand inhabitants,Italy,2009,6.34
Rape,Annual,M,Per hundred thousand inhabitants,Italy,2010,6.65
Rape,Annual,M,Per hundred thousand inhabitants,Italy,2011,6.92
Rape,Annual,M,Per hundred thousand inhabitants,Italy,2012,7.0
Rape,Annual,M,Per hundred thousand inhabitants,Italy,2013,6.69
Rape,Annual,M,Per hundred thousand inhabitants,Italy,2014,6.39
Rape,Annual,M,Per hundred thousand inhabitants,Liechtenstein,2016,0.0
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2008,26.82
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2009,28.44
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2010,29.1
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2011,33.19
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2012,36.07
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2013,34.26
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2014,33.7
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2015,23.32
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2016,23.32
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2017,26.9
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2018,25.13
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2019,20.84
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2020,18.78
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2021,17.89
Rape,Annual,M,Per hundred thousand inhabitants,Lithuania,2022,14.39
Rape,Annual,M,Per hundred thousand inhabitants,Luxembourg,2011,9.43
Rape,Annual,M,Per hundred thousand inhabitants,Luxembourg,2012,9.17
Rape,Annual,M,Per hundred thousand inhabitants,Luxembourg,2013,11.92
Rape,Annual,M,Per hundred thousand inhabitants,Luxembourg,2014,8.36
Rape,Annual,M,Per hundred thousand inhabitants,Luxembourg,2015,7.8
Rape,Annual,M,Per hundred thousand inhabitants,Luxembourg,2016,3.8
Rape,Annual,M,Per hundred thousand inhabitants,Luxembourg,2017,11.46
Rape,Annual,M,Per hundred thousand inhabitants,Latvia,2013,15.97
Rape,Annual,M,Per hundred thousand inhabitants,Latvia,2014,15.05
Rape,Annual,M,Per hundred thousand inhabitants,Latvia,2015,14.49
Rape,Annual,M,Per hundred thousand inhabitants,Latvia,2016,14.82
Rape,Annual,M,Per hundred thousand inhabitants,Latvia,2017,15.18
Rape,Annual,M,Per hundred thousand inhabitants,Latvia,2018,14.05
Rape,Annual,M,Per hundred thousand inhabitants,Latvia,2019,13.79
Rape,Annual,M,Per hundred thousand inhabitants,Latvia,2020,14.76
Rape,Annual,M,Per hundred thousand inhabitants,Latvia,2021,14.51
Rape,Annual,M,Per hundred thousand inhabitants,Latvia,2022,16.34
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2008,0.99
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2009,2.3
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2010,3.93
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2011,0.98
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2012,0.98
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2013,1.3
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2014,0.65
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2015,0.98
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2016,3.25
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2017,2.6
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2018,0.65
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2019,3.25
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2020,0.98
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2021,2.28
Rape,Annual,M,Per hundred thousand inhabitants,Montenegro,2022,2.29
Rape,Annual,M,Per hundred thousand inhabitants,Malta,2013,2.86
Rape,Annual,M,Per hundred thousand inhabitants,Malta,2014,3.3
Rape,Annual,M,Per hundred thousand inhabitants,Malta,2015,2.33
Rape,Annual,M,Per hundred thousand inhabitants,Malta,2016,5.52
Rape,Annual,M,Per hundred thousand inhabitants,Malta,2017,8.2
Rape,Annual,M,Per hundred thousand inhabitants,Malta,2018,4.99
Rape,Annual,M,Per hundred thousand inhabitants,Malta,2019,5.16
Rape,Annual,M,Per hundred thousand inhabitants,Malta,2020,4.52
Rape,Annual,M,Per hundred thousand inhabitants,Malta,2021,4.87
Rape,Annual,M,Per hundred thousand inhabitants,Malta,2022,5.55
Rape,Annual,M,Per hundred thousand inhabitants,Norway,2008,4.73
Rape,Annual,M,Per hundred thousand inhabitants,Norway,2009,5.38
