iccs,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2020,158.67
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2021,128.61
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Netherlands,2022,152.5
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2008,251.23
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2009,250.33
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2010,223.5
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2011,189.38
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2012,159.51
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2013,131.33
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2014,128.94
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2015,103.84
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2016,85.75
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2017,77.15
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2018,76.7
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2019,72.46
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2020,75.66
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2021,58.35
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Norway,2022,74.06
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2008,46.36
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2009,45.29
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2010,43.5
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2011,43.55
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2012,42.64
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2013,47.91
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2014,44.93
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2015,40.28
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2016,37.77
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2017,32.78
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2018,28.89
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2019,28.65
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2020,29.21
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2021,27.85
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Poland,2022,24.23
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2008,239.49
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2009,213.38
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2010,192.08
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2011,184.44
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2012,150.82
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2013,141.11
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2014,131.61
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2015,115.83
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2016,111.5
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2017,99.46
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2018,95.85
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2019,91.24
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2020,84.34
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2021,72.68
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Portugal,2022,78.21
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2008,11.41
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2009,14.52
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2010,11.79
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2011,8.78
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2012,8.1
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2013,14.45
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2014,27.21
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2015,23.45
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2016,6.9
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2017,14.9
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2018,10.69
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2019,30.66
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2020,30.27
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2021,29.47
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Romania,2022,27.51
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2008,55.43
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2009,44.92
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2010,44.92
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2011,46.47
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2012,38.26
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2013,30.9
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2014,26.52
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2015,23.75
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2016,21.17
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2017,22.09
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2018,17.48
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2019,13.53
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2020,10.26
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2021,8.91
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Serbia,2022,8.52
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2008,486.95
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2009,436.01
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2010,374.8
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2011,366.1
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2012,305.03
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2013,290.12
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2014,280.56
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2015,272.03
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2016,255.65
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2017,240.76
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2018,215.44
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2019,196.0
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2020,206.94
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2021,179.19
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Sweden,2022,162.37
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2008,28.95
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2009,28.83
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2010,26.09
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2011,25.75
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2012,26.22
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2013,30.16
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2014,28.82
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2015,37.57
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2016,39.48
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2017,26.82
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2018,26.27
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2019,22.2
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2020,25.38
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2021,15.74
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovenia,2022,14.33
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2008,76.92
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2009,70.21
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2010,62.22
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2011,49.96
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2012,47.11
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2013,44.93
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2014,42.41
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2015,35.64
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2016,30.79
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2017,28.04
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2018,24.6
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2019,19.12
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2020,17.99
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2021,17.18
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Slovakia,2022,14.35
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Türkiye,2009,42.19
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Türkiye,2010,39.08
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Türkiye,2011,37.25
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Türkiye,2012,41.5
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Türkiye,2016,67.57
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Türkiye,2017,65.46
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Türkiye,2018,45.4
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Türkiye,2019,34.68
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Türkiye,2020,39.09
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Türkiye,2021,39.66
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,England and Wales,2008,269.59
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,England and Wales,2009,213.82
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,England and Wales,2010,191.4
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,England and Wales,2011,164.58
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,England and Wales,2012,141.6
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,England and Wales,2013,132.68
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,England and Wales,2014,132.28
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,England and Wales,2015,142.01
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,England and Wales,2016,167.13
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,England and Wales,2017,191.29
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,England and Wales,2018,203.72
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2008,222.74
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2009,178.34
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2010,166.13
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2011,133.7
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2012,108.0
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2013,112.33
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2014,101.6
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2015,93.87
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2016,97.01
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2017,92.78
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Scotland (NUTS 2021),2018,91.04
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2008,173.75
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2009,164.37
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2010,156.92
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2011,133.29
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2012,115.51
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2013,116.11
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2014,110.22
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2015,91.92
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2016,84.0
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2017,75.48
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Northern Ireland (UK) (NUTS 2021),2018,77.4
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2008,21.5
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2009,17.84
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2010,15.35
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2011,24.19
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2016,16.65
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2017,13.06
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2018,11.9
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2019,8.24
Theft of a motorized vehicle or parts thereof,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Kosovo*,2020,6.51
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2008,20.6
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2009,20.32
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2011,26.13
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2014,61.32
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2015,80.74
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2016,113.26
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2017,72.55
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2018,67.1
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2019,70.26
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2020,73.75
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2021,110.22
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Albania,2022,104.74
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2008,23.83
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2009,25.18
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2010,25.95
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2011,27.7
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2012,23.67
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2013,322.19
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2014,342.83
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2015,385.72
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2016,416.97
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2017,486.72
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2018,466.74
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2019,494.05
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2020,458.2
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2021,396.98
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Austria,2022,392.39
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bosnia and Herzegovina,2008,39.52
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bosnia and Herzegovina,2009,1.35
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bosnia and Herzegovina,2010,0.99
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bosnia and Herzegovina,2011,1.41
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bosnia and Herzegovina,2012,1.12
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2008,139.25
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2009,139.12
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2010,136.07
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2011,125.67
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2012,102.16
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2013,102.31
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2014,493.09
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2015,468.59
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2016,491.38
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2017,513.17
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2018,524.5
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2019,556.46
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2020,536.34
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2021,488.46
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Belgium,2022,484.04
Unlawful acts involving controlled drugs or precursors,23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Bulgaria,2008,38.0
