STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,iccs,International classification of crime for statistical purposes (ICCS),sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2015,,4.01,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2016,,6.34,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2017,,6.78,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2018,,8.07,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2019,,8.55,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2020,,8.24,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2021,,8.14,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ES,Spain,2022,,10.69,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2008,,3.20,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2009,,3.75,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2010,,3.50,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2011,,3.71,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2012,,3.54,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2013,,3.98,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2014,,4.03,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FI,Finland,2015,,4.87,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FR,France,2016,,3.23,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FR,France,2017,,4.41,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FR,France,2018,,4.31,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FR,France,2019,,4.23,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FR,France,2020,,16.88,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,FR,France,2021,,17.57,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2008,,5.59,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2009,,6.31,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2010,,6.41,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2012,,7.32,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2013,,5.40,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2014,,5.22,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2015,,6.52,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2018,,5.20,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2019,,7.45,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2020,,3.45,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2021,,2.75,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HR,Croatia,2022,,2.63,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2013,,0.32,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2014,,2.02,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2015,,1.75,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2017,,1.50,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2018,,1.63,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,HU,Hungary,2019,,2.95,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2013,,6.81,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2017,,0.00,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,IS,Iceland,2018,,0.00,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2008,,1.79,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2009,,1.95,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2010,,2.08,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2011,,2.15,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2012,,2.16,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2013,,2.17,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,IT,Italy,2014,,2.02,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LI,Liechtenstein,2016,,5.36,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LI,Liechtenstein,2017,,10.67,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2015,,8.10,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2016,,7.37,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2017,,2.82,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2018,,1.77,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2019,,2.70,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2020,,2.91,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2021,,3.27,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LT,Lithuania,2022,,2.91,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2011,,2.36,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2012,,4.97,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2013,,0.75,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2014,,3.27,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2015,,1.77,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2016,,14.52,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2017,,4.72,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LU,Luxembourg,2020,,0.00,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2013,,13.27,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2014,,11.89,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2015,,13.17,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2016,,14.71,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2017,,16.75,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2018,,17.76,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2019,,19.66,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2020,,20.43,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2021,,22.74,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2022,,35.44,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2008,,0.33,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2009,,0.66,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2010,,0.98,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2011,,1.63,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2012,,0.00,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2013,,0.65,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2014,,1.30,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2015,,0.65,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2016,,1.62,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2017,,1.30,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2018,,0.65,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2019,,3.57,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2020,,1.30,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2021,,2.61,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2022,,2.95,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2013,,1.43,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2014,,1.88,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2015,,9.78,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2016,,17.93,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2017,,8.63,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2018,,7.07,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2019,,7.94,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2020,,7.53,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2021,,9.74,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2022,,3.70,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2008,,0.31,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2009,,0.31,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2010,,0.22,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2011,,0.26,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2012,,0.56,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2013,,0.67,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2014,,0.58,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2015,,0.69,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2016,,0.80,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2017,,1.32,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2018,,1.31,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2019,,0.74,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2020,,1.33,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2021,,1.03,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2022,,1.10,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2016,,12.69,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2017,,13.42,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2018,,14.27,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2019,,0.41,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2020,,0.44,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2021,,0.39,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2022,,0.42,,,,,
dataflow,ESTAT:CRIM_PRIS_OFF(1.0),Prisoners by offence category and sex,A,Annual,ICCS03012,Sexual assault,M,Males,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2013,,5.16,,,,,
